review,sentiment
"Even though I opted out of recieving ""email reminders"" to leave feedback/reviews I just received one from this company, so here's my review:<br /><br />I've already left a review for the SodaStream machine, and it is not complimentary due to the monopoly on the CO2.  Had this firm read my recent reviews they would have seen that I dislike being asked to leave feedback and reviews.  It is unprofessional.<br /><br />The product is just ok, but being hounded to leave reviews/feedback prevents even a three star review.  If I were to buy this product again, and that is very doubtful, I'd go back to buying from a brick and mortar retail store, pay a higher price and sales tax.",Negative
"This product is great!  I believe it is one of the best types of almond butter I have ever had, I will recommend it to friends.",Positive
I love this pectin. I love that it is so easy and requires so little sugar.  I love that one box can make up to 4 batches of jam.  After canning season I can't wait to try it on other things like aspic.,Positive
"While I've found some canned food (& Addiction's dehydrated varieties) that my dog loves, I'd never found a dry food that she seemed to be interested in except when she was finally starving. But when I first received this product, she cleaned her bowl & asked for more. (Note that she did not have this reaction with Addiction's Kangaroo & Apple; just the Venison). Had never seen anything like it. And while her initial reaction has mellowed a bit, she obviously still enjoys it (she just likes the Addiction dehydrated version better - - I alternate days, so on days when she gets the dry it takes her a while to realize that's all she's getting that day; when she realizes the dehydrated isn't coming, she still enjoys the dry). I'm going to try one other Addiction dry (the Salmon, as she has really dry skin & the omega fatty acids might help), but I'll come back to this as an option too.",Positive
"I have salt and pepper middle aged hair, and it always feels a little stiff. Also, my scalp tends to crack and bleed if I wash my hair as often as I think it needs. This shampoo made a big difference. My hair is much softer, and even better, my scalp isn't as prone to cracking. I like the smell very much, although if you don't like coconut and vanilla, that may be an issue for you.<br /><br />The one drawback to it is that it takes a lot of time to rinse out thoroughly. It also doesn't rinse well with cool water. This means I have to take longer showers, which I do find to be a noticeable drawback. Still, on the whole, I like it and will most likely continue using it.",Positive
"Ahhh...the joys of ranch dressing.<br />You either love it or hate it.<br />Me, I love ranch.<br />And there is simply no better overall ranch than the original Hidden Valley.<br />So creamy, so delicious.<br />Chips, pizza, you name it.<br />Recommended.",Positive
"I bought this product because it was recommended by Dr. Oz. It suppose to help with bad breath. Since I'm on a diet, I thought I would try this. It does taste a little salty to me but I'm not a big parsley fan. You can drink it without gagging. The taste is just okay. I got it because it seemed healthy. Once a day is enough for me.",Negative
Juan Valdez coffee here in the US isn't cheap so I expect to receive what I ordered in good shape and on time...for a 3.52oz (pack of 3) coffee that cost me 7$ each and one of them came broken (I couldn't use it)...I'm not satisfied.,Negative
"These plump, and seemingly fresh peppercorns are delicious! I add them to cheese spreads, and also to mozzerella balls marinating in oil & herbs. I now consider pink peppercorns to be a staple in my spice cabinet!",Positive
"Barely any chocolate inside - not at all what the picture on the box shows. I had fond memories of a cereal like this (might have been a different brand, but it was just like the stuff on the box) and decided to try this one - a huge disappointment! There is almost nothing inside - half empty shells with barely a smudge of chocolate. I'm 27 but this is a let down for kids of all ages!",Negative
I ordered this product assuming that I would recieve what was pictured. What I got was a generic package with a generic label. The tea bags had the paper tag found on teabag strings all torn off. So I really have no idea what kind of tea product I recieved.,Negative
We have tried all of the Hazelnut flavored coffee brands.  This is by far the best.  To bad it isn't an auto ship.,Positive
"This is my daughter's  most favorite baby food by far.  This is the only ones she'll eat and rarely will eat the other kinds.  However, the taste is very bland, for me as an adult at least. After you put the unfinished portion in the fridge, it may become sort of watery at which point I throw it out. It is unique from the others in the combination of vegetables it has, especially zucchini.<br />I had to update my review today, because I saw little pieces of thin stretchy plastic in two jars of this baby food.  PLASTIC IN BABY FOOD? I notified Earth's Best about it and will be sending them these pieces of plastic for testing, but I am not giving my baby this food any more, even though she likes it, that's it for us.",Negative
The flavor of this stuff is better than any other grenadine I've ever had. Just a few drops into some ice water and it changes the taste so significantly it's delicious. Well worth the money. Unlike other Grenadines that just make the water taste like it's slightly sweet and essentially garbage this one actually has flavor. I pour in just enough for it to be a very light pink and it's amazing.,Positive
"My dogs go nuts for tripe, so I thought this would be an easy way to give them what they love in biscuit form. I was not impressed nor were they. It is not smelly and looks very wholesome with good fresh biscuit qualities, the problem is the only thing I could smell was parsley, there was no hint of tripe smell to it and that is what dogs love. My two spoiled fur buddies just sniffed and walked away. I won't order any more.",Negative
"Greenies tries to position itself as a healthy treat, but I'm not so sure.<br /><br />My dogs love them, but buyers should be aware that one of the main ingredients in Greenies is wheat, which, according to my vet, sticks to teeth like glue. In my mind this makes the product as deceiving as lip balm companies who put alcohol into their products. Buyers should also be aware of how much sugar is used in these products, which probably contributes to the high caloric value. I also take huge issue with the high cost and wasteful -- often non-recyclable -- packaging.<br /><br />Overall, dogs love them, but they really aren't very healthy. You're better off giving them a cheaper rawhide stick, which does a much better job of cleaning teeth.",Negative
"I have had both Oregon Chai tea and Tazo Chai Tai (both concentrate). Tazo is way better. I say the same thing that other reviewers have said, ""Oregon Chai is missing something that Tazo has."" Oregon Chai just seems to be too sweet.",Negative
"My husband is self-employed and has his own construction company -- coffee is a fundamental staple to his survival! We have been looking everywhere for pre-measured coffee that has a nice bold flavor -- the regular old Colombian you get in restaurants is OK, but he is a Kona / espresso fan, so we needed something with a little more ""oomph."" These packages are the perfect size to just open, dump in, and make his coffee in the morning. No more grinding or mess, and because they are vacuum sealed they are always fresh. And Lavazza has a nice aroma and taste. We will be buying these pretty regularly from now on.",Positive
These bars are high in sugar and hard as a rock and they are made in China!  So who knows what is really in them!  Why doesn't Amazon disclose the country of origin?  Why doesn't the company disclose country of origin on their website?  Shame on Mrs Mays.,Negative
"Tea is good, but I do not see any weight loss or energy benefits that were advertised.  Another gimmicky product.",Negative
"The bars taste good, but they are REALLY crunchy! It's almost impossible to eat them and not make a huge mess of crumbs--definitely not good for taking on the go to eat in the car!",Negative
"I ordered quantity 2 of this item.  The Nutella sachets came loosely packed in a postal box.  There were 72 of them (2 cases worth), but I had to count them all to determine whether I even got what I paid for.<br /><br />I thought I was ordering two cases as illustrated in the photo but my shipment did not include the Nutella branded box which appears in the photo.",Negative
"This drink tasted absolutely awful to me.  I don't think I could even force myself to drink this if offered big bucks to do so.  I took one sip and cringed.  The taste was awful and very bitter.  I tried to force myself to take another sip but I could barely get it past my lips.  It was horrible.  My husband tried it and so did my daughter and neither of them like it either.  The smell was really bad as well.  Just smelling it made me want to get sick.  I know this is a harsh review but it's 100% honest.<br /><br />I've never had a Ginger & Lemon drink before but, I enjoy lemonade as well has hot or cold tea in many different varieties but this is not something that I would recommend to anybody.",Negative
"I love these beef sticks.  Especially when I'm on road trips I can't resist buying a couple if they have them on the counter at check-out.  I now like to keep a few beef sticks in my bag at work (pediatric nurse) for late night snacks.  These are the best deal price/ounce and quality that I've seen thus-far.  I bag six at a time in sandwich bags, then six sandwich bags in a gallon size zip-lock to keep them fresh in my pantry, then take a bag or two to work to keep onhand.<br /><br />If you're compulsive and won't be able to stop eating them until they are gone, then you need to just buy a few at a time at the gas station, these are not health food.  They have some protein, but alot of fat, sodium, and calories.  They are a treat, not a meal!",Positive
"These cookies have ""partially hydrogenated oils."" which is Trans Fat in them. Trans Fat is the worst type of fat for your heart.",Negative
I was impressed with the timely manner I received this product. My friends and I truly enjoyed this product,Positive
"I truly love the flavor of this soup mix but it contains partially hydrogenated soybean oil.  That means it has 'trans fats' that effectively cause hardening of the arteries and heart disease.  That's not even mentioning that it has soybean products in it.  Soybeans (except for the fermented forms like tempah) elevate one's estrogen levels which can increase the chance of cancer risks...especially estrogen mediated breast cancers.  And it has Autolyzed Yeast Extract which is another name for the infamous neurotoxin....MSG (monosodium glutamate). I don't understand why this well known company has to use dangerous ingredients when there are so many substitutes that will not destroy our populations health.  Is it purely because it's so much cheaper to use these dangerous, life threatening products that they only see their profit margins and not the health of the nation.  As much as I love the flavor of this soup mix, I can not recommend it to anyone!  I will not be ordering this health 'time bomb' ever again.  Eat it at your own risk!!!",Negative
"I love this product, and every other flavor that I've tried (grape, mixed berry, and strawberry). However, I didn't like this flavor at all. It has a strange bitter aftertaste.",Negative
"This is a great salt; it has a wholesome flavor and, I noticed it doesn't make you thirsty or rise the blood pressure as regular salt does. That's the benefit of the natural balance of minerals in it. I would recommend this to friends and health conscious people.",Positive
"Some of the beef tips were so gristly, I had to spit them out.  I won't buy this product again.  Of those pieces that were edible, the flavor was good.",Negative
"these are crisper (almost never find a soft or mushy olive), and have a better flavor than any others i've been able to get in a can in either new jersey or florida. the larger ones are crisper than the mediums.",Positive
"I got a larger one than my puppy probably required, and she loves dragging it around, playing tug of war, and just chewing on it.  Unfortunately, it does shed.  I don't know if there are rope toys out there that are any sturdier, but this one does leave little threads behind.  Otherwise, great toy!",Positive
"The first ingredient isn't even a specific type of meat. It's meat broth. You have NO IDEA what it is. The first ingredient should always be a specific kind of meat, like Chicken. The second ingredient is Meat By-Product. That is the part of a meat, yet again not specified like it should be, that is not approved for human consumption. Like the beaks and legs of a chicken. Unhealthy! ALWAYS LOOK AT THE LABELS.",Negative
"This has a bland, unpleasant taste, and the mouth feel is not like any other soda I've had, regular or diet. It's very unpleasant, and I can't believe I paid almost $1/can for it. I'd donate it to the local food bank, but I don't dislike poor people that much.",Negative
my cats hate this cat food. I have never seen them turn their nose up at anything. It's terrible. I had it on recurring delivery and cancelled it and was shocked when it arrived again. They refused the return! I am very disappointed. My cats won't eat it and I can't send it back and didn't intend to reorder a second time. GRRRR,Negative
"I placed my order through Amazon and after about 10 days inquired about my order because it had not shipped.  I received an email back from Starbucks that my order had been canceled. No explanation at all, just that it had been canceled. I checked back on Amazon and see that this item is still available but they had raised the price.<br /><br />So instead of honoring the price they just blew me off like the sale never happened.  Shame on Amazon for allowing a seller to do this.<br /><br />Bottom line, Amazon has gone down a few points in my eyes.  Greedy Starbucks can keep their coffee.",Negative
"i have not purchased this product, yet.  i doubt i will purchase it through amazon since it takes way to long to even be shipped out.  it says ""Usually ships within 2 to 4 weeks.""  in less time than that, i can go to a local store and have them order it directly for me to purchase.<br /><br />second problem i have with this is math related.  its my understanding there are 16 ounces to a pound.  these are sold in 12 ounce units which is just fine.  the problem i do find is this, ""Shipping Weight: 1.9 pounds"" and ""Ghirardelli Caffe Gourmet Coffee Chocolate Caramel, Light Roast Whole Bean Coffee, 12-Ounce Bags (Pack of 3)""<br /><br />so, 12 oz time 3 packages equals 36 oz.  2 pounds is 32 oz.  so how is it that if i order this three pack of 12 oz bags of coffee beans, i would receive a package that weighs less than two pounds for product that is supposed to weigh over 2 pounds?<br /><br />i am confused by too many things having to do with ordering any consumable products from amazon's Grocery & Gourmet Food section.  but this is one item i really wanted to try and i wish i could just send a message to the seller, but that link isnt on the product profile.  honestly, im noticing that link is missing from more and more product profiles.  i take it amazon only wants people to contact sellers about their merch after they have purchased it.  that sucks, cause the info i get from profiles, reviews, and contacting the seller before purchase if needed, is what helps me to determine if i will enjoy the product im thinking of buying, if the product will be worth its cost, and how well various products work in various situations.<br /><br />this coffee, i would course grind and use in a press if i were to buy it.  thing is, i want more info.  i want numbers to add up properly and if i order something, to get what i pay for.  when i order something, i want it shipped within 3 to 4 days or less, not weeks later.  i know amazon has a shopping system for consumables that allows you to order a quantity and have it reordered automatically after the selected time of your choosing.  but this is insane, its not like im pre-ordering a book, movie, game, cd before it goes on sale.<br /><br />sorry for my bitching.  this coffee sounds like it will taste wonderful.  i just wont be purchasing it through amazon because of too many little things that dont make sense or add up.<br /><br />thank you for your time and putting up with my ramblings.",Negative
My three little dogs love this food and I love it too sense it is organic and has no animal by products.,Positive
"This was a treat to get... I live abroad and the only thing available similar to this would rice sticks-which make for super sticky padthai,  so I'm pretty stocked to be able to get this via amazon. Not so much about breaking my diet though!",Positive
I buy these keenan farms pistachios about once a month.  Rarely an empty or one requiring a jack hammer to open! They are delicious too!,Positive
"I am from the East Coast and have had many delicious chowders.  This is not one of them.  The tomato base had a strange taste. The clams were chewy.  But, the worse was that the soup was so salty in taste (1600mg per can) that I only ate two spoonfuls before I threw it out.  I also bought the seafood bisque, but I doubt I'll even try it. I can't imagine that this is the same soup they serve in their restaurants.  Something bad must happen from cooking to canning.",Negative
"I just purchased this here, usually get it locally in any Euro-mart or middle-eastern store in the Denver area. But I love getting things delivered when it's cost effective.  I was born and raised in eastern Europe and in 1984 there was no vegeta to be found in Denver. It used to come in a tin can years ago.  Lots has changed since, I am happy to be able to buy it everywhere now. How could you possibly slow roast a duck or a turkey (or anything) without Vegeta?  How do you make a really wonderful chicken soup without it? I wouldn't know. This is my secret ingrediant in my green chili. So now that I have shared my secret with the Amazon world, I hope you lovely people try it. I will warn you, the original has MSG, so if you have problems with that order the NO MSG version.  It is widely available, and you should always see it right on the label. Have fun cooking and Happy Thanksgiving 2011!!!",Positive
"Relatively good pricing.  Shipping took a little longer than I expected, but overall I was satisfied.  I couldn't find these in regular stores and my friend, who's a Marine in Iraq, had requested them.  So I'm happy that I could find them anywhere.",Positive
"I was surprised when opening the package this product came in and found this ""Lickety Stik"" device.  It looks like a bottle of roll-on deodorant and that's how it works.  My first dog liked it and figured out she is supposed to lick it, but my other dog wasn't sure what to do with it and wanted to chew it.  This is worrisome because if he got hold of it, he may turn it into a bunch of plastic slivers and I wouldn't want him swallowing those.<br /><br />The Lickety Stik treat is a new concept and I understand the idea, but I don't think it's quite there yet.  It's also a little unusual to stand there holding the pets' treat.  Usually, when giving a pet a treat, I expect to get a few minutes of peace and quiet while he/she is enjoying the treat. There are no directions on the bottle, so I wasn't sure how to use it at first, but it didn't take long to figure out.  You just hold it in front of the dog and they have to do the figuring.<br /><br />I probably won't be buying this again.",Negative
"I've been giving my dogs Greenies for years now.  Their excitement at receiving this treat never abates.  As expensive as they are, I feel my animals are well worth it.  This is doggie health food at its finest.  And the price here on Amazon is the best I've found to date.  However, I am completely disgusted with the packaging of this product.  The huge box is wasteful and not at all environmentally sound.  Come on Greenies people - put the product in a pouch and call it a day.",Positive
"A retired Senior this yr., thanks to the show Kojack, w/Telly Selvalis yrs. ago, I can eat my tootsie pop at any time.  Having the opportunity to order the lemon & lime, that I loved back in the 50's, life is looking and licking good!",Positive
"I agree with I hate it , practically no peanuts. I bought it because there was a couple of 4 and 5 ratings, but should have listened to the 1 rating. I purchased peanut brittle from another company that was delicious but they are not taking orders now. Thought I would try this, and I took a couple of bites and through the rest in the garbage. Save your money DO NOT BUY.",Negative
Tried this in a turkey burger and it was sooo good. I definitely recommend faery free. Salt can be added or better yet add a sprinkle of Goya Adobo.,Positive
Starbucks VIA is awesome. I like the decaf Italian Roast and the regular Columbia. I like how easy it is to make and take it with you when needed. I was pleasantly surprised by the great taste for instant coffee. Great price here on Amazon.,Positive
First experience with Wabash Valley Farms popcorn and it is great. Ordered purple and the baby white at the same time. The purple is superior to the baby white in my estimation. Almost hulless. Very tender. Will order again.,Positive
"i opened the can and thought... ""if i were a cat, i'd be pretty excited about this""... they inhaled it like there was no tomorrow.",Positive
"I've used this product several times now and it's leaving a weird texture in my hair. You don't need very much, and it's got a nice creamy consistency, but when you use it and dry your hair it's like a film is left behind. I didn't feel like this was a good product.",Negative
"Progresso has changed the recipe for their ""Rich & Heart Soup, Beef Pot Roast.""  The new ""Rich & Hearty Soup"" has a thinner consistency.  The meat and vegetables are smaller and less tasty.  There appears to be more liquid than vegetables when compared to the same soup about a year ago.  Progresso's soup is ddefinitely not the ""Rich & Hearty"" they claim it to be.",Negative
The awesome price and free shipping is what sold me.  I found this same exact pumpkin available for order from an organic grocery in NY and they wanted to charge over $30 for only 6 cans AND they only ship FedEX which is not cheap.  I couldn't believe my good luck to find the same exact item on Amazon and that I could get TWICE AS MUCH for $10 LESS with free shipping!!,Positive
bought this expecting a good rich chocolate flavor. terribley disappointed. tasted like chocolate flavored perfume. wouldn't recommend this to anyone. would rate this 0 if i could,Negative
I bought 8 of these cards in various designs for my friends dogs and my own at Xmas. Absolutely not 1 dog was interested in this item.<br /><br />They are cute...but a waste of money since dogs don't like them...I tried 8 different cards with 8 different dogs. Save your money.<br /><br />Petco sells them for $2.99 if you wanna still waste your money.,Negative
"sooooooo good.<br /><br />I love this stuff! not too sweet, just perfect. The Tea came in a jiffy, a 12 pack that cost me about $12 - which is cheap, considering I normally pay $2 each at my local grocer.  The ingredients are great and it is a genuinely good product.",Positive
"My bestfriend deserves good treats that are also good for her, so I chose these.  They really do make a big difference to her activity level!",Positive
"I enjoy the nutty flavored coffees and figured with all the positive reviews, I would enjoy this. The aroma is very appealing but the taste is both weak and stale. Not sure if I got a bad batch but I struggle to give it 1. If I could drink the smell, it would be a 5.",Negative
I've heard others who don't like Keurig coffee but I really find it to be some of my favorite and with these cups quite easy to make and quick too. All the flavors are subjective and for me I haven't found any I don't like. I'm the type of coffee drinker who likes coffee shop coffee and not really fond of Star B. if that helps. So if your taste is similar you should like this too.,Positive
Needs no refrigeration before cooking and cooks up fast. Use just butter and grated parmesan or tomato sauce or most any sauce.,Positive
"I was drinking another brand of tea which is not sold in any of the stores where I live or on Amazon. I decided to give this brand a try after reading all of the positive reviews.<br /><br />I am very disappointed in this purchase. The tea tastes like sugar water. The ginger flavor is not strong at all. Even the crystals are lighter in comparison to the other product that I was drinking. Luckily, this product was very reasonably priced so I won't feel too bad about tossing the remaining bags if I can't find someone to give them to.<br /><br />I can't fault the seller here. The product was reasonably priced and arrived on time. I would purchase another item from them, but not this one.<br /><br />Just my two cents.",Negative
"These corn snacks help me stay away from chips.  They are very tasty, no additives, and low calorie.  I highly recommend them.",Positive
"My fault for not realizing how small the 7-lbs ""jugs"" are -- I was thinking of them as the ""small"" jugs, which in my mind are the 14-lb ones. I've never even seen 7-lb containers before.  They are so small, 1 literally filled up the litter tray when I changed it -- almost. So I completely overpaid for in essence 1 21-lb jug of litter -- over $20! Again, my fault for not reading more carefully, but it's a TOTAL rip-off. Don't make the same mistake!",Negative
"Brilliant! Finally a product that is for gluten-free folks! It's delicious, fantastic snack bar (or meal on the run). Great for packing up in your desk, purse, car, or where ever else you need to reach for a snack. I have my Larabars available, so I'm never stuck without food. All of the bars are excellent, this one is especially good!",Positive
"...but it's always darkest just before the dawn. Midnight Magic lays down a thick approach: you have to brace yourself before the first sip.  It's best served black, so that the bitterness itself can wake you up.<br /><br />I found it to be an adequate substitute for Green Mountain's Dark Magic, but it was not quite it's equal in the realm of metaphysical impact.",Positive
Given as a gift to my parents. They said it was the best halvah ever. I am ordering one for myself!,Positive
"We have used this product for several years and it is most effective for reducing the adult flea population.  If you cannot use sprays or are concerned about using sprays, this product is the next best items to use.  The pack comes with three sticky pads, but I would order two packs, the first time it's used the sticky pad will fill up fast.  You will need the flea trap holder with a small light; also available from Victor.",Positive
"This is one major brand soup that is both gluten free and vegan. It is low in fat and sodium, but the flavor is excellent. It also adapts well to making a quick stew with tofu, beans, corn, or gluten free pasta, a dash of spice or tomato such as pasta sauce or salsa, and you have an entirely new dish in a few minutes.",Positive
"I probably won't be buying these again, they are so weak I have to brew 2 smaller cups of coffee in the same cup using 2 K cups...",Negative
"these were smaller than i expected - not even as big as the average juice box. my 5 yr hated the taste and wouldn't finish 1. my 3 yr old thought they were cool but after 2, it wore off and he didn't actually like the taste. he just liked the novelty of something new.",Negative
"Loved the idea, but it only took my lab puppy less that 10 minutes to open this and destroy it!!  The only thing left is the purple ""rope"" from the middle, which is now a great chew toy.  Too bad--the whole thing should be made out of indestructible material!",Negative
"About a month ago, I sent one of these sheets to my dorm-living daughter.  She loves Rice Krispies Treats, and I thought that these would be a good substitute for the ones I usually make.  After all, they're the best she's going to get with no kitchen facilities.<br /><br />Last weekend, my daughter came home, lugging these under her arm.  ""None of the girls would eat them for the calories, and the boys wanted to eat the whole thing by themselves.  So, it's comin' home.""<br /><br />I decided to open the package and have a square.  I looked for a re-closable zipper, but the package has none.  It didn't have any directions for opening, so I opened one end and tried to slide out the treat.  Yeah,right.  After much turmoil, I ended up with a giant treat stuck to cardboard on one side and with strips of colored mylar hanging from the other.  I picked off the strips of mylar with my nails, which made just opening this package a longer chore than making Rice Krispie Treats from scratch. (As much as you can say that)<br /><br />I cut the giant treat in squares, and kept thinking I was missing something.  Then I realized it!  I didn't smell the faint cooked sugar and butter smell that I get when I make the treats myself.  These smelled like corn syrup.  They cut easily enough, which is something you can't always say about the homemade kind.  But when I lifted the treat to have a taste, I realized why it was so easy to cut.  It's gummy and gooey, with lots of ""stuff"" between the little puffs of cereal.  It has a lot more marshmallow to cereal than the ones made by the recipe on the side of the Rice Krispies box.  I like the cereal, and the normal smell and the firmer texture of the homemade treats.<br /><br />I like the taste of the homemade treats, too -- and these didn't have it.  They tasted more like a candy bar than a bunch of marshmallows melted in a bit of butter (or margarine, which I don't use)  and mixed with a box of Rice Krispies.  There was an overwhelming rush of sugar, and the corn syrup featured prominently in the taste of the bars.  There was an aftertaste I couldn't recognize, which I will attribute to being carried back and forth to college.  Have to be fair, you know.<br /><br />I gave it two stars for convenience.  If you don't have a kitchen and you want a Rice Krispie Treat, then this is the only way you're going to get one. The packaging needs work, though.  Expecting this to taste homemade probably isn't fair, but since this costs more and bills itself as ""the Original,"" I'm going to keep comparing the two.  And in that comparison, this loses badly.  Make the things yourself in a few minutes and wrap in buttered foil before shipping them to a friend. It might be a little messy, but it will also be worlds tastier.",Negative
We have several of these machines at work and I've tried lots of different flavors and blends...this is one of the few I can keep down without my body convulsing with an involuntary shudder.  Lots of these instant coffees are very bitter or far too strong.  This one is actually very tasty.,Positive
"There is no description of what you will recieve with this order. Where are the details? What's included? Is the sugar (the variety 4 flavor sugar) included? And if so, what size is it? I'm unwilling to spend $27.00 minimum not knowing what I'm supposed to recieve. What a shame, I really wanyed what's showing in the picture but am so not sure what to expect.",Negative
This granola is a great breakfast cereal or on the go snack. Just a hint of peanut butter taste. My favorite out of all the different Kind products. Especially love that it is Gluten Free!,Positive
All of these cookies are nasty. My friend and I could not eat anymore then 1 one cookie with without feeling sick. Every flavor they have are disgusting!,Negative
"I think it is going to take an amazing coffee to get me away from my Folger's classic roast and the occasional Eight O'Clock vanilla.  However, I understand that this coffee is meant for those who probably do not enjoy the aforementioned brands so keep that in mind when making your own coffee choices in life.",Negative
I applaud the use of natural ingredients but that's where the applause stops... The smell is unbelievably bad ( Salmon) and my dog who is a treat nut is not too crazy about them either. Honestly they just smelled like rotting fish.,Negative
"Salty, too hard to bite, and tastes like chewing on a salt lick.  With so much sodium, this is totally a terrible choice.  Do not buy!",Negative
"This soup mix is wonderful.  Just add a bunch of vegetables, vegetable broth, seasonings, and you've got a very flavorful, extremely healthy, vegetarian soup full of whole grains, vitamins, protein, etc.  Highly recommend.",Positive
"The reviews for this product are all over the map. I have tried 4 of the 6 bags<br />and am going to reorder soon. They are not pasta, but more like glass noodles as<br />is used in sukiyaki. They take on the flavor of what you cook them in, such as<br />broth, and the consistency is very soft. I can see how they don't appeal to everyone<br />but I rather enjoy them, and they are very low carb. If you are on a low carb diet,<br />these are a great substitute. If you cook with something like broth with soy sauce<br />and add veggies, they are a great meal.",Positive
"This product is packaged in a plant that processes nuts.  This was not evident until the package arrived.  The package insert on Amazon did not even hint an allergy warning.  My son has severe nut allergies, so in the trash went the package and my money spent on this item.",Negative
"<a href=""http://www.amazon.com/gp/product/B004WPVIT6"">Quoc Viet Foods Beef Flavored ""Pho"" Soup Base, 10 oz jars (Pack of 4)</a><a href=""http://www.amazon.com/gp/product/B004WPVIT6"">Quoc Viet Foods Beef Flavored ""Pho"" Soup Base, 10 oz jars (Pack of 4)</a>I've loved going to the restaurants that serve pho. I'eve tried every flavor, and to make it at home is the BEST.<br />This base started my soup wonderfully. I just added roasted onion, ginger and one soup bone. Simmered for 1 hour.<br />Served with all of the fantastic topping and it was just as good if not better than going out and having it their way, not mine<br /><br />thank you, thank you, thank you for this wonderful product!!<br /><br />Dorsey",Positive
"Although this is a decaffinated coffee, it is a rich brew with a full body.  For those who enjoy coffee and the benefits if decafe this is one brew you should not overlook!",Positive
"Super give me full recovery after training in the gym, nice flavor and do not make fell heavy in the stomach",Positive
"I love tea normally.  I have never met an herbal tea that I don't like, until now.  This tea tastes like cough medicine! I have ordered other teas by this company and I like them all, but for some reason this one is going right into the trash.",Negative
I puchase regular soda because I am allergic to artificial sweeteners. Why is there artificial sweetener in a regular soda syrup?,Negative
"I bought these based on the good reviews of others and was disappointed.  They are way over seasoned which I find the case with many veg sausage or jerky products.  The texture was not bad though they break easily.  Since I used to eat meat (about eight years or so ago) I know what a meat stick would normally taste like.  This is not it.  It may be the slight sweet taste throwing it off, I'm not sure.  Now I have another 23 sticks left to figure it out I guess.",Negative
"I understand the benefits this product offers, but what it lacks is taste appeal. Kind of like eating a little bit of flavored air. It is lacking a palatable texture. There is some flavor, but not what I expected. Very costly per ounce,$3 for 1.5 oz. It may take8-10 lbs of fresh fruit to make 1 lb of crunchies, but for flavor, texture, and cost, I will definately buy 8-10 lbs. fruit. Sorry I am unable to return the other 5 bags.",Negative
"I have tried this for chicken and fish. The pepper flavor is okay, but this product is seriously lacking in lemon flavor. I won't buy it again but will look for another brand.",Negative
"My Black Lab has been eating Canidae All Life Stages dry dog food since we switched her from puppy food to Canidae in early 2006.  Our breeder recommended this dog food.  She did well on the old formula, except for what we THOUGHT were seasonal hot spots where she would chew the hair off of the insides of her legs and also her behind.<br /><br />Since purchasing my latest bag about three weeks ago she has been throwing up, having frequent burping which smells of vomit, having horribly smelly flatulance, and I had to clean my carpet from a poop accident two days ago.<br /><br />I was initially just upset to find that my latest bag had been down-sized from 40 lbs. to 35 lb.  I sent an e-mail telling them that I would rather pay more for something than have it down-sized.  Their response was :<br /><br />""Our economy and industry is faced with challenging times, commodities and energy cost are at an all time high and continue to sky rocket.""<br /><br />They ended their response with this condescending comment :<br /><br />""We have also had a lot of positive feedback from our women shoppers who love the new sizes as they can handle them much better when unloading them from their car.""<br /><br />After talking with my dog's breeder, I discovered that the formula had been changed and that her dogs and many other breeders' dogs had been having problems with the new formula.  The ""Canidae Team"" didn't mention the formula change when I asked them about the down-sizing.  That would have been nice.<br /><br />So, I started searching the internet and found more horror stories of dogs becoming sick with the new formula.  Plus, many dog owners were upset that Canidae did not make much of an effort to inform their customers of the new formula change.<br /><br />I sent another e-mail to Canidae regarding the formula change, their lack of informing their customers about it, and how my dog has been reacting to it.  They didn't address my comments about how it was making my dog and others sick, they just stated that they did their best to post their changes on the internet.  From what I have been reading in posts, that is not the case.  I also found out through forum postings on the internet that Canidae is now in partnership with Diamond Pet Foods.  Diamond was involved in the dog food recalls where dogs were dying from the tainted food.  Maybe since the recall and deaths, Diamond has cleaned up their act and has more stringent guidelines and inspections but who wants to take that chance when it comes to our beloved dogs?",Negative
Yuck - these definitely ain't Pirates Booty!  I thought these were gross.  I don't understand all the glowing reviews for these cardboard flavored discs.,Negative
"I took a few sips of this stuff, and couldn't help but wonder what all the 5* reviews were for. To me, the taste kind of reminds me of those chocolatey breakfast shakes.<br /><br />However, by the end of the bottle my opinion was completely changed. It has a very good, sweet chocolate taste. Even better, this stuff is killer for hangovers. I was walking around with a headache and general malaise all day - picked up one of these, drank it, and within an hour or two my headache and general unease was completely gone. I'm sold on this product.",Positive
"The great quality and flavor of these beans is negated by the claim of ""Biodynamic"" growing methods.  ""Biodynamics"" is a theory that holistic agriculture using homeopathy, shamanism, and astrology will harmonize nature to produce superior products.  No plausibility, no evidence, just unjustifiable claims.  Sell me delicious coffee, but leave out the nonsense!",Negative
"Just bought a bag of this and it smelled so bad it left a bad smell in the garage just during the time the sealed dog food container was opened to scoop out the food.  I don't have a good feeling about this horrific smell, will be taking back and not feeding to the dogs. Not worth the risk.",Negative
"Oh, this is great. Now I have an abundance of onions to use in cooking and all at a very reasonable price. They rehydrate to almost fresh quality. I'm going to keep these on hand and look at the other products that this company sells.",Positive
My Yorkshire Terrier had some skin problems when I had him on dog food brands I bought at local stores. I did some online research about possible causes and found food quaity and ingredients could be the cause. Wellness Core was recommended by several people as a good alternative. I started Charlie on Wellness and within a month no more skin issues and he actually like the food. It's dry food so helps with his teeth as well.,Positive
